perturbation,gene,fm_log2FC,fm_call,real_label,regime,raw_log2FC,raw_se,raw_q,n_trt,n_cntrl
CEBPE+RUNX1T1,CELF2,0.0517449714243412,no_effect,POSITIVE,combo_seen1,0.253119647753492,0.0298048520329729,4.178506538124518e-16,1006,9538
CEBPE+RUNX1T1,SLC38A2,0.2050428390502929,no_effect,TESTED_NEGATIVE,combo_seen1,0.0540228902582351,0.0516940871576675,0.5130087976539589,504,5131
CEBPE+RUNX1T1,COL2A1,0.2937348484992981,effect,POSITIVE,combo_seen1,0.265980322693403,0.054718822922319,1.1672817286247011e-05,633,5480
CEBPE+RUNX1T1,TSC22D1,0.5035045146942139,effect,POSITIVE,combo_seen1,-0.281383921603211,0.0633085181734287,7.90828612020519e-05,412,4875
CEBPE+RUNX1T1,CEBPE,2.731458902359009,effect,POSITIVE,combo_seen1,3.04995354914705,0.0901817643166118,1.4150704225352114e-248,922,418
CEBPE+RUNX1T1,CBFA2T3,0.3327199518680572,effect,TESTED_NEGATIVE,combo_seen1,0.0558689532412957,0.051286549865246,0.4914874158099965,469,4876
CEBPE+RUNX1T1,LHX1,2.6333088874816895,effect,POSITIVE,combo_seen1,-0.748567930768562,0.1703077957968268,9.83163762554152e-05,63,1144
CEBPE+RUNX1T1,IKZF3,-0.2116205841302871,no_effect,TESTED_NEGATIVE,combo_seen1,0.0444363589487586,0.0802992156784482,0.7555114741345779,282,2940
CEBPE+RUNX1T1,HOXB9,0.4049149453639984,effect,TESTED_NEGATIVE,combo_seen1,0.101265630062515,0.0403186224488838,0.0509599947526642,731,7312
CEBPE+RUNX1T1,CEBPB,0.1981197744607925,no_effect,TESTED_NEGATIVE,combo_seen1,-0.101847654872495,0.0766613773941743,0.3803019954741822,304,3485
CEBPE+RUNX1T1,PTPN1,0.2067633867263794,no_effect,TESTED_NEGATIVE,combo_seen1,0.089031373374951,0.0480684275630342,0.1835068493150685,660,6631
CEBPE+RUNX1T1,CNN1,1.0146456956863403,effect,POSITIVE,combo_seen1,-0.45400141964883,0.1479701214620497,0.0116891989948485,85,1252
CEBPE+RUNX1T1,KLF1,-0.1196021363139152,no_effect,POSITIVE,combo_seen1,-0.46193798632424,0.0510510011159144,3.3004197608526362e-18,507,6882
CEBPE+RUNX1T1,LYL1,0.0950639247894287,no_effect,TESTED_NEGATIVE,combo_seen1,0.09755035690601,0.0269064883340151,0.0019695552282005,1049,10345
CEBPE+RUNX1T1,SAMD1,0.1753660440444946,no_effect,TESTED_NEGATIVE,combo_seen1,-0.019392085428176,0.0557584787180386,0.8531687857226175,530,5670
CEBPE+RUNX1T1,CEBPA,1.046191930770874,effect,POSITIVE,combo_seen1,0.807426862708265,0.1087031505749224,1.9529113239107453e-12,173,1076
CEBPE+RUNX1T1,MAPK1,-0.077976070344448,no_effect,TESTED_NEGATIVE,combo_seen1,-0.0370842483137205,0.0248745110866956,0.3099800362976406,1021,10490
CEBPE+RUNX1T1,ETS2,0.6968808174133301,effect,TESTED_NEGATIVE,combo_seen1,-0.0149205050225294,0.0897747008487843,0.9336041109088964,116,1419
MAML2,ARID1A,0.0220744907855987,no_effect,TESTED_NEGATIVE,single_seen,-0.023845595288582,0.0627637118158166,0.8695359412512356,356,6903
MAML2,KIF2C,0.0454125627875328,no_effect,TESTED_NEGATIVE,single_seen,0.0908919405837178,0.0820561290466795,0.5361225983531566,311,5426
MAML2,CKS1B,-0.0345834791660308,no_effect,TESTED_NEGATIVE,single_seen,0.0339543767384288,0.0358815247045799,0.6105162337662338,591,11217
MAML2,FEV,-0.2442525923252105,no_effect,POSITIVE,single_seen,-0.358628596808627,0.1155978096281937,0.0153330461802183,137,3208
MAML2,NCL,0.0287761632353067,no_effect,TESTED_NEGATIVE,single_seen,0.0753357487250157,0.0288538437961664,0.0539045386285011,603,11547
MAML2,FOXL2,-0.184030532836914,no_effect,TESTED_NEGATIVE,single_seen,0.0409107244031207,0.1018767675238931,0.8610829994275901,209,3817
MAML2,EGR1,-0.1476615667343139,no_effect,TESTED_NEGATIVE,single_seen,-0.0396655019211774,0.1214643228615309,0.8921063888127229,70,1360
MAML2,RREB1,0.0262873712927103,no_effect,TESTED_NEGATIVE,single_seen,-0.109053572249654,0.0850949545704087,0.4570681996341782,219,4271
MAML2,BAK1,0.2450807243585586,no_effect,TESTED_NEGATIVE,single_seen,0.0614977739071543,0.1077019801294726,0.7905359643539146,180,3133
MAML2,PTPN12,-0.1079428791999816,no_effect,TESTED_NEGATIVE,single_seen,-0.0536368547735026,0.077342998402168,0.731832647462277,290,5613
MAML2,ZC3HAV1,0.0907202735543251,no_effect,TESTED_NEGATIVE,single_seen,-0.0713129677583466,0.0497820818917788,0.3905381903642773,396,7760
MAML2,TMSB4X,0.0815910324454307,no_effect,TESTED_NEGATIVE,single_seen,-0.0699936195832957,0.0200056198580701,0.0044765773252156,606,11587
MAML2,SET,0.0034770793281495,no_effect,TESTED_NEGATIVE,single_seen,0.0856024340967008,0.022835701762571,0.0019431720727213,606,11576
MAML2,IER5L,0.33221635222435,effect,POSITIVE,single_seen,-0.966143175386211,0.3470797911872623,0.0358877226783251,15,528
MAML2,SPI1,0.0145824151113629,no_effect,TESTED_NEGATIVE,single_seen,0.0873971506954049,0.0886137017374472,0.5919582201796533,244,4132
MAML2,MAML2,0.786383330821991,effect,POSITIVE,single_seen,3.28601429668798,0.1175281661312993,1.091257908912195e-171,154,179
MAML2,KMT2A,0.0175436493009328,no_effect,TESTED_NEGATIVE,single_seen,0.0410320418046186,0.0550433519005465,0.7078764643237486,390,7468
MAML2,CELF2,0.0297979414463043,no_effect,TESTED_NEGATIVE,single_seen,-0.0018201762452751,0.0226676773112526,0.9774634029850746,500,9538
MAML2,SLC38A2,-0.0727307498455047,no_effect,TESTED_NEGATIVE,single_seen,0.0261101675781592,0.0624753261105152,0.8540078000866677,269,5131
MAML2,COL2A1,0.0647743344306945,no_effect,POSITIVE,single_seen,-0.369751439988986,0.0793110895323353,4.8985568146602775e-05,237,5480
MAML2,TSC22D1,-0.1032933369278907,no_effect,TESTED_NEGATIVE,single_seen,0.0842589377134497,0.0905312166203067,0.6180670548082714,263,4875
MAML2,CLDN6,-0.1665959507226944,no_effect,POSITIVE,single_seen,-0.600357627807501,0.2089744442604205,0.0285970271712045,48,1265
MAML2,CBFA2T3,0.0280657354742288,no_effect,TESTED_NEGATIVE,single_seen,-0.0168963542156969,0.0777675715615393,0.9306886004369618,251,4876
MAML2,HOXB9,-0.0268668923527002,no_effect,TESTED_NEGATIVE,single_seen,-0.0319226246201541,0.0491477520207059,0.7515297252289758,381,7312
MAML2,CEBPB,-0.1649890542030334,no_effect,TESTED_NEGATIVE,single_seen,0.0315853865446422,0.1052031737355347,0.903331620927403,190,3485
MAML2,PTPN1,0.0797118172049522,no_effect,TESTED_NEGATIVE,single_seen,-0.0432743860544787,0.0560408784476894,0.6957584523594287,346,6631
MAML2,KLF1,0.0184859689325094,no_effect,TESTED_NEGATIVE,single_seen,-0.0644940773532297,0.0648535030413414,0.5879663865546219,362,6882
MAML2,LYL1,0.0236014127731323,no_effect,TESTED_NEGATIVE,single_seen,0.0513099124134223,0.0440410694462684,0.5116336609925677,543,10345
MAML2,MAPK1,-0.0118722645565867,no_effect,TESTED_NEGATIVE,single_seen,-0.0795092876420152,0.037917043067962,0.1541900097943193,551,10490
CEBPE,ARID1A,0.1262010931968689,no_effect,TESTED_NEGATIVE,single_unseen,0.118502472583003,0.0435481456897871,0.041876504501823,640,6903
CEBPE,ARID1A,0.1262010931968689,no_effect,TESTED_NEGATIVE,single_unseen,0.118502472583003,0.0435481456897871,0.041876504501823,640,6903
CEBPE,MAP7D1,0.0244241263717412,no_effect,TESTED_NEGATIVE,single_unseen,-0.0002800525320921,0.0139646634206541,0.995035726673604,611,6921
CEBPE,MAP7D1,0.0244241263717412,no_effect,TESTED_NEGATIVE,single_unseen,-0.0002800525320921,0.0139646634206541,0.995035726673604,611,6921
CEBPE,CKS1B,-0.2701036930084228,effect,TESTED_NEGATIVE,single_unseen,-0.202738610201044,0.0215542226886209,2.946604877565684e-19,979,11217
CEBPE,CKS1B,-0.2701036930084228,effect,TESTED_NEGATIVE,single_unseen,-0.202738610201044,0.0215542226886209,2.946604877565684e-19,979,11217
CEBPE,BCL2L11,0.2593480348587036,effect,POSITIVE,single_unseen,0.566796553046438,0.0592340812008249,6.52621819242311e-20,450,3477
CEBPE,BCL2L11,0.2593480348587036,effect,POSITIVE,single_unseen,0.566796553046438,0.0592340812008249,6.52621819242311e-20,450,3477
CEBPE,NCL,-0.2431961297988891,no_effect,POSITIVE,single_unseen,-0.329358151356274,0.0196867026215248,2.3108159593472862e-60,1111,11547
CEBPE,NCL,-0.2431961297988891,no_effect,POSITIVE,single_unseen,-0.329358151356274,0.0196867026215248,2.3108159593472862e-60,1111,11547
CEBPE,TGFBR2,3.1937079429626465,effect,POSITIVE,single_unseen,1.89032737758513,0.2290845746520911,6.935222328985462e-15,50,76
CEBPE,TGFBR2,3.1937079429626465,effect,POSITIVE,single_unseen,1.89032737758513,0.2290845746520911,6.935222328985462e-15,50,76
CEBPE,CSRNP1,1.140666961669922,effect,TESTED_NEGATIVE,single_unseen,0.0080388694653487,0.0614987562803135,0.9610517537404956,68,719
CEBPE,CSRNP1,1.140666961669922,effect,TESTED_NEGATIVE,single_unseen,0.0080388694653487,0.0614987562803135,0.9610517537404956,68,719
CEBPE,FOXL2,-0.1636972576379776,no_effect,TESTED_NEGATIVE,single_unseen,-0.0260061462903325,0.071482796974476,0.8769270410306679,314,3817
CEBPE,FOXL2,-0.1636972576379776,no_effect,TESTED_NEGATIVE,single_unseen,-0.0260061462903325,0.071482796974476,0.8769270410306679,314,3817
CEBPE,PLK4,0.0697844102978706,no_effect,TESTED_NEGATIVE,single_unseen,0.0129046457967551,0.1069948830582217,0.9639580590099976,168,2109
CEBPE,PLK4,0.0697844102978706,no_effect,TESTED_NEGATIVE,single_unseen,0.0129046457967551,0.1069948830582217,0.9639580590099976,168,2109
CEBPE,IRF1,1.4055229425430298,effect,POSITIVE,single_unseen,0.657246415241511,0.1198959830523375,8.704809473308568e-07,138,904
CEBPE,IRF1,1.4055229425430298,effect,POSITIVE,single_unseen,0.657246415241511,0.1198959830523375,8.704809473308568e-07,138,904
CEBPE,SGK1,1.6656980514526367,effect,POSITIVE,single_unseen,0.506122179524993,0.1370171538297961,0.0023500934615293,132,954
CEBPE,SGK1,1.6656980514526367,effect,POSITIVE,single_unseen,0.506122179524993,0.1370171538297961,0.0023500934615293,132,954
CEBPE,PTPN12,0.2502751350402832,effect,TESTED_NEGATIVE,single_unseen,0.126979789323953,0.0517414328341867,0.0776848612804063,565,5613
CEBPE,PTPN12,0.2502751350402832,effect,TESTED_NEGATIVE,single_unseen,0.126979789323953,0.0517414328341867,0.0776848612804063,565,5613
CEBPE,BPGM,0.2945106625556946,effect,POSITIVE,single_unseen,-0.267363856798838,0.0869288833615204,0.0165195459841594,212,2823
CEBPE,BPGM,0.2945106625556946,effect,POSITIVE,single_unseen,-0.267363856798838,0.0869288833615204,0.0165195459841594,212,2823
CEBPE,ZC3HAV1,0.287043958902359,effect,TESTED_NEGATIVE,single_unseen,0.0292483696267385,0.0477280508988833,0.7700701125061145,756,7760
CEBPE,ZC3HAV1,0.287043958902359,effect,TESTED_NEGATIVE,single_unseen,0.0292483696267385,0.0477280508988833,0.7700701125061145,756,7760
CEBPE,TMSB4X,0.0002878702362067,no_effect,POSITIVE,single_unseen,0.554306594839622,0.0169120857169578,1.425844229824439e-232,1180,11587
CEBPE,TMSB4X,0.0002878702362067,no_effect,POSITIVE,single_unseen,0.554306594839622,0.0169120857169578,1.425844229824439e-232,1180,11587
CEBPE,SET,-0.2060723900794983,no_effect,POSITIVE,single_unseen,-0.364681268638646,0.0167747555715787,4.707150758553905e-102,1150,11576
CEBPE,SET,-0.2060723900794983,no_effect,POSITIVE,single_unseen,-0.364681268638646,0.0167747555715787,4.707150758553905e-102,1150,11576
CEBPE,IER5L,1.7061526775360107,effect,POSITIVE,single_unseen,0.673658035962739,0.1624203459022383,0.0004331819244358,76,528
CEBPE,IER5L,1.7061526775360107,effect,POSITIVE,single_unseen,0.673658035962739,0.1624203459022383,0.0004331819244358,76,528
CEBPE,CDKN1C,1.0638283491134644,effect,POSITIVE,single_unseen,0.298537954980211,0.0803412307479883,0.0021704425192897,300,2740
CEBPE,CDKN1C,1.0638283491134644,effect,POSITIVE,single_unseen,0.298537954980211,0.0803412307479883,0.0021704425192897,300,2740
CEBPE,SPI1,0.4712837338447571,effect,POSITIVE,single_unseen,1.2966374985917,0.0447655848729542,1.4421955773951477e-181,725,4132
CEBPE,SPI1,0.4712837338447571,effect,POSITIVE,single_unseen,1.2966374985917,0.0447655848729542,1.4421955773951477e-181,725,4132
CEBPE,KMT2A,-0.0736522376537323,no_effect,TESTED_NEGATIVE,single_unseen,-0.148656333026577,0.0450770229039772,0.0085302217015678,632,7468
CEBPE,KMT2A,-0.0736522376537323,no_effect,TESTED_NEGATIVE,single_unseen,-0.148656333026577,0.0450770229039772,0.0085302217015678,632,7468
CEBPE,CBL,0.627210795879364,effect,POSITIVE,single_unseen,0.370341233492513,0.0692480540429456,1.739666201473025e-06,358,3070
CEBPE,CBL,0.627210795879364,effect,POSITIVE,single_unseen,0.370341233492513,0.0692480540429456,1.739666201473025e-06,358,3070
CEBPE,CELF2,-0.0083756567910313,no_effect,TESTED_NEGATIVE,single_unseen,0.0953029208500164,0.0303373033941433,0.0135905967986998,938,9538
CEBPE,CELF2,-0.0083756567910313,no_effect,TESTED_NEGATIVE,single_unseen,0.0953029208500164,0.0303373033941433,0.0135905967986998,938,9538
CEBPE,CDKN1B,0.4167849123477936,effect,POSITIVE,single_unseen,0.366359889421107,0.0964095156918524,0.0016305598385698,200,1775
CEBPE,CDKN1B,0.4167849123477936,effect,POSITIVE,single_unseen,0.366359889421107,0.0964095156918524,0.0016305598385698,200,1775
CEBPE,CEBPE,2.941948652267456,effect,POSITIVE,single_unseen,2.87340505851008,0.0849615358388602,2.7500000000000003e-250,1006,418
CEBPE,CEBPE,2.941948652267456,effect,POSITIVE,single_unseen,2.87340505851008,0.0849615358388602,2.7500000000000003e-250,1006,418
CEBPE,FOXA1,2.007554292678833,effect,POSITIVE,single_unseen,1.01853639606276,0.3366512834117515,0.0189730015527024,19,92
CEBPE,FOXA1,2.007554292678833,effect,POSITIVE,single_unseen,1.01853639606276,0.3366512834117515,0.0189730015527024,19,92
CEBPE,MAP4K5,0.508975625038147,effect,POSITIVE,single_unseen,-0.280138096864813,0.104705430603112,0.0465832812565399,141,2109
CEBPE,MAP4K5,0.508975625038147,effect,POSITIVE,single_unseen,-0.280138096864813,0.104705430603112,0.0465832812565399,141,2109
CEBPE,ZBTB25,0.7341943979263306,effect,TESTED_NEGATIVE,single_unseen,0.0102790881179175,0.0817999199847223,0.962273838630807,50,564
CEBPE,ZBTB25,0.7341943979263306,effect,TESTED_NEGATIVE,single_unseen,0.0102790881179175,0.0817999199847223,0.962273838630807,50,564
CEBPE,ELMSAN1,0.7056148648262024,effect,TESTED_NEGATIVE,single_unseen,0.0434993369523784,0.1195661301438996,0.8769270410306679,137,1602
CEBPE,ELMSAN1,0.7056148648262024,effect,TESTED_NEGATIVE,single_unseen,0.0434993369523784,0.1195661301438996,0.8769270410306679,137,1602
CEBPE,PTPN9,0.4641545712947845,effect,TESTED_NEGATIVE,single_unseen,0.0599776384180134,0.1061347396327999,0.7929484862894277,173,1982
CEBPE,PTPN9,0.4641545712947845,effect,TESTED_NEGATIVE,single_unseen,0.0599776384180134,0.1061347396327999,0.7929484862894277,173,1982
CEBPE,LHX1,2.3005013465881348,effect,POSITIVE,single_unseen,-0.734411767152381,0.1800747243353514,0.0005666421190191,58,1144
CEBPE,LHX1,2.3005013465881348,effect,POSITIVE,single_unseen,-0.734411767152381,0.1800747243353514,0.0005666421190191,58,1144
CEBPE,HOXB9,0.3973876535892486,effect,TESTED_NEGATIVE,single_unseen,-0.0112902929503659,0.083155086120647,0.9582891536666256,624,7312
CEBPE,HOXB9,0.3973876535892486,effect,TESTED_NEGATIVE,single_unseen,-0.0112902929503659,0.083155086120647,0.9582891536666256,624,7312
CEBPE,CEBPB,0.2601886391639709,effect,TESTED_NEGATIVE,single_unseen,-0.0699275477150881,0.0882234372635697,0.6877251515708249,273,3485
CEBPE,CEBPB,0.2601886391639709,effect,TESTED_NEGATIVE,single_unseen,-0.0699275477150881,0.0882234372635697,0.6877251515708249,273,3485
CEBPE,PTPN1,0.1535849720239639,no_effect,TESTED_NEGATIVE,single_unseen,0.11200699702516,0.0455316880432898,0.0765969196713249,630,6631
CEBPE,PTPN1,0.1535849720239639,no_effect,TESTED_NEGATIVE,single_unseen,0.11200699702516,0.0455316880432898,0.0765969196713249,630,6631
CEBPE,MIDN,0.5325627326965332,effect,POSITIVE,single_unseen,0.376843166203235,0.0483049889287859,2.4803825725976824e-13,622,5824
CEBPE,MIDN,0.5325627326965332,effect,POSITIVE,single_unseen,0.376843166203235,0.0483049889287859,2.4803825725976824e-13,622,5824
CEBPE,KLF1,0.0397945865988731,no_effect,POSITIVE,single_unseen,-0.343451125342417,0.0505546446640696,3.3548733557696464e-10,434,6882
CEBPE,KLF1,0.0397945865988731,no_effect,POSITIVE,single_unseen,-0.343451125342417,0.0505546446640696,3.3548733557696464e-10,434,6882
CEBPE,LYL1,0.019031411036849,no_effect,TESTED_NEGATIVE,single_unseen,0.100671836903535,0.0273379647468607,0.0024455457616205,985,10345
CEBPE,LYL1,0.019031411036849,no_effect,TESTED_NEGATIVE,single_unseen,0.100671836903535,0.0273379647468607,0.0024455457616205,985,10345
CEBPE,SAMD1,0.1089833155274391,no_effect,TESTED_NEGATIVE,single_unseen,-0.0745396995788329,0.0535584930806479,0.4082960432678622,448,5670
CEBPE,SAMD1,0.1089833155274391,no_effect,TESTED_NEGATIVE,single_unseen,-0.0745396995788329,0.0535584930806479,0.4082960432678622,448,5670
CEBPE,CEBPA,1.5951876640319824,effect,POSITIVE,single_unseen,1.08937151500352,0.100808332915818,2.700739256566491e-25,188,1076
CEBPE,CEBPA,1.5951876640319824,effect,POSITIVE,single_unseen,1.08937151500352,0.100808332915818,2.700739256566491e-25,188,1076
CEBPE,MAPK1,-0.039760798215866,no_effect,TESTED_NEGATIVE,single_unseen,0.0287826134691076,0.0270890264370652,0.5559143676892518,1013,10490
CEBPE,MAPK1,-0.039760798215866,no_effect,TESTED_NEGATIVE,single_unseen,0.0287826134691076,0.0270890264370652,0.5559143676892518,1013,10490
CEBPE,UBASH3A,0.7910183668136597,effect,POSITIVE,single_unseen,-0.621897337101597,0.212381741409739,0.0247651903952794,38,707
CEBPE,UBASH3A,0.7910183668136597,effect,POSITIVE,single_unseen,-0.621897337101597,0.212381741409739,0.0247651903952794,38,707
CBL+PTPN9,TP73,1.4121536016464231,effect,POSITIVE,combo_seen1,1.20324303870717,0.4631180478203513,0.0414490646644617,12,263
CBL+PTPN9,ARID1A,0.1806637495756149,no_effect,POSITIVE,combo_seen1,0.268078730217236,0.0885964867211421,0.0132153522306442,161,6903
CBL+PTPN9,MAP7D1,-0.054281398653984,no_effect,TESTED_NEGATIVE,combo_seen1,0.0695169499257082,0.0892426483370096,0.6444743269089305,150,6921
CBL+PTPN9,CKS1B,-0.249247521162033,no_effect,TESTED_NEGATIVE,combo_seen1,-0.143795963176061,0.0481194764664947,0.0147484228093406,264,11217
CBL+PTPN9,BCL2L11,-0.3039413094520569,effect,TESTED_NEGATIVE,combo_seen1,-0.01309989878468,0.1086137628739735,0.951245077503142,75,3477
CBL+PTPN9,FEV,-2.501403331756592,effect,POSITIVE,combo_seen1,-0.53636915031732,0.185130254468575,0.0189867249656907,41,3208
CBL+PTPN9,NCL,-0.1790395677089691,no_effect,POSITIVE,combo_seen1,-0.263051376963917,0.0417067898653774,4.004749235002765e-09,285,11547
CBL+PTPN9,POU3F2,1.1635372638702393,effect,POSITIVE,combo_seen1,1.0698891908444,0.2262287108874021,2.1834560863318548e-05,47,1044
